UnicodeRanges
	0020	024F
	2000	206F
	3000	303F
	3400	4DB5
	4E00	9FCB
	FF00	FFEF

FontOverride	Exo-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	SourceCodePro-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Titillium-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Akashi.ttf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Nobile-Regular.ttf	MFShangHei_Noncommercial_Light_CDE.otf

GameTitle	Children of a Dead Earth
Element Helium	氦
Element Lithium-6	锂-6
Element Lithium	锂
Element Tritium	氚
Element Beryllium	铍
Element Boron	硼
Element Carbon	碳
Element Nitrogen	氮
Element Oxygen	氧
Element Fluorine	氟
Element Neon	氖
Element Sodium	钠
Element Magnesium	镁
Element Aluminum	铝
Element Silicon	硅
Element Phosphorus	磷
Element Sulfur	硫
Element Chlorine	氯
Element Argon	氩
Element Potassium	钾
Element Calcium	钙
Element Scandium	钪
Element Titanium	钛
Element Vanadium	钒
Element Chromium	铬
Element Manganese	锰
Element Iron	铁
Element Cobalt	钴
Element Cobalt-60	钴-60
Element Nickel	镍
Element Copper	铜
Element Zinc	锌
Element Gallium	镓
Element Germanium	锗
Element Arsenic	砷
Element Selenium	硒
Element Bromine	溴
Element Krypton	氪
Element Rubidium	铷
Element Strontium	锶
Element Yttrium	钇
Element Zirconium	锆
Element Niobium	铌
Element Molybdenum	钼
Element Molybdenum-98	钼-98
Element Ruthenium	钌
Element Rhodium	铑
Element Palladium	钯
Element Silver	银
Element Cadmium	镉
Element Indium	铟
Element Tin	锡
Element Antimony	锑
Element Tellurium	碲
Element Iodine	碘
Element Xenon	氙
Element Caesium	铯
Element Barium	钡
Element Lanthanum	镧
Element Cerium	铈
Element Praseodymium	镨
Element Neodymium	钕
Element Promethium	钷
Element Samarium	钐
Element Europium	铕
Element Gadolinium	钆
Element Gadolinium-157	钆-157
Element Terbium	铽
Element Dysprosium	镝
Element Holmium	钬
Element Erbium	铒
Element Thulium	铥
Element Ytterbium	镱
Element Lutetium	镥
Element Hafnium	铪
Element Tantalum	钽
Element Tungsten	钨
Element Rhenium	铼
Element Osmium	锇
Element Iridium	铱
Element Iridium-192	铱-192
Element Platinum	铂
Element Gold	金
Element Mercury	汞
Element Thallium	铊
Element Lead	铅
Element Bismuth	铋
Element Polonium	钋
Element Astatine	砹
Element Francium	钫
Element Thorium-232	钍-232
Element Protactinium	镤
Element Protactinium-233	镤-233
Element Uranium-238	铀-238
Element Uranium-233	铀-233
Element Uranium-234	铀-234
Element Uranium-235	铀-235
Element Uranium-236	铀-236
Element Uranium-239	铀-239
Element Actinium-227	锕-227
Element Promethium-147	钷-147
Element Technetium	锝
Element Technetium-99	锝-99
Element Radium	镭
Element Radon	氡
Element Polonium-210	钋-210
Element Neptunium-237	镎-237
Element Neptunium-239	镎-239
Element Plutonium-244	钚-244
Element Plutonium-240	钚-240
Element Plutonium-238	钚-238
Element Plutonium-239	钚-239
Element Plutonium-241	钚-241
Element Plutonium-242	钚-242
Element Plutonium-243	钚-243
Element Strontium-90	锶-90
Element Americium-243	镅-243
Element Americium-241	镅-241
Element Americium-242m	镅-242m
Element Curium-247	锔-247
Element Curium-242	锔-242
Element Curium-243	锔-243
Element Curium-244	锔-244
Element Curium-245	锔-245
Element Berkelium	锫
Element Californium	锎
Element Einsteinium	锿
Element Fermium	镄
Element Mendelevium	钔
Element Nobelium	锘
Element Lawrencium	铹
Element Rutherfordium	元素104
Element Dubnium	元素105
Element Seaborgium	元素106
Element Bohrium	元素107
Element Hassium	元素108
Element Meitnerium	元素109
Element Darmstadtium	元素110
Element Roentgenium	元素111
Element Copernicium	元素112

Material Monatomic Carbon	单原子碳
Material Monatomic Chlorine	单原子氯
Material Monatomic Deuterium	单原子氘
Material Monatomic Fluorine	单原子氟
Material Monatomic Hydrogen	单原子氢
Material Monatomic Nitrogen	单原子氮
Material Monatomic Oxygen	单原子氧
Material Boron Nitride	氮化硼
Material Aluminum	铝
Material Beryllium	铍
Material Calcium	钙
Material Austenitic Stainless Steel	奥氏体不锈钢
Material Martensitic Stainless Steel	马氏体不锈钢
Material Ferritic Stainless Steel	铁素体不锈钢
Material Maraging Steel	马氏体时效钢
Material Carbon Steel	碳钢
Material Nickel Chromium Iron	镍铬铁合金
Material Nickel Chromium Cobalt	镍铬钴合金
Material Titanium Aluminum Tin	钛铝锡合金
Material Cobalt Chromium Nickel	钴铬镍合金
Material Aluminum Silicon Magnesium	铝硅镁合金
Material Constantan	康铜合金
Material Vanadium Chromium Steel	钒铬钢合金
Material Aluminum Copper Lithium	铝铜锂合金
Material Aluminum Zinc Magnesium	铝锌镁合金
Material Zirconium Copper	锆青铜合金
Material Beryllium Copper	铍铜合金
Material Nickel Iron Molybdenum	镍铁钼合金
Material Iron Silicon Nanoalloy	铁硅纳米合金
Material Magnetic Metal Glass	磁性金属玻璃
Material Aluminum Nickel Cobalt	铝镍钴合金
Material Tungsten Rhenium	钨铼合金
Material Platinum Molybdenum	铂钼合金
Material Gamma Titanium Aluminide	伽玛钛铝合金
Material Alpha-2 Titanium Aluminide	阿尔法2钛铝合金
Material Beta Titanium	贝塔钛合金
Material Neodymium Iron Boron	钕铁硼合金
Material Samarium Cobalt	钐钴合金
Material Aluminum Beryllium	铝铍合金
Material Amorphous Zirconium Steel	非晶态锆钢
Material Magnesium Aluminum Zinc	镁铝锌合金
Material Silicon Carbide	碳化硅
Material Silicon Nitride	氮化硅
Material Silicon Dioxide	二氧化硅
Material Titanium Dioxide	二氧化钛
Material Titanium Carbide	碳化钛
Material Titanium Nitride	氮化钛
Material Titanium Diboride	二硼化钛
Material Tungsten Carbide	碳化钨
Material Aluminum Oxide	氧化铝
Material Aluminum Nitride	氮化铝
Material Aluminum Oxynitride	氮化铝
Material Boron Carbide	碳化硼
Material Beryllium Oxide	氧化铍
Material Reinforced Carbon-Carbon	强化碳纤维
Material Tantalum Carbide	碳化钽
Material Hafnium Carbide	碳化铪
Material Tantalum Hafnium Carbide	碳化钽铪
Material Hafnia	二氧化铪
Material Zinc Oxide	氧化锌
Material Ceramic Matrix Composite	陶瓷基复合材料
Material Zirconium Carbide	一碳化锆
Material Nitrocellulose	硝化纤维
Material Octogen	奥托金炸药
Material Cyclonite	三次甲基
Material Nitroglycerin	硝化甘油
Material Barium Nitrate	硝酸钡
Material PETN	PETN
Material TNT	TNT
Material RP-1	航天煤油
Material Strontium Nitrate	硝酸锶
Material Potassium Chloride	氯化钾
Material Barium Oxide	氧化钡
Material Sodium Bicarbonate	碳酸氢钠
Material Sodium Chloride	氯化钠
Material Copper(I) Chloride	氯化铜(I)
Material Copper(II) Chloride	氯化铜(II)
Material Copper Carbonate	碳酸铜
Material Copper(II) Acetoarsenite	乙酰亚砷酸铜(II)
Material Silica Aerogel	硅土气凝胶
Material Graphite Aerogel	石墨气凝胶
Material Nickel Phosphorus Microlattice	镍磷晶阵
Material Chlorotetrafluoroethane	氯四氟乙烷
Material Trichlorofluoromethane	三氯氟甲烷
Material Alumina Nanofluid	纳米氧化铝流体
Material Ethylene Glycol	乙二醇
Material Sodium Potassium	钠钾
Material FLiNaK	FLiNaK
Material Nd:YAG	钕:YAG
Material Nd:YLF	钕:YLF
Material Nd:GGG	钕:GGG
Material Ruby	红宝石
Material Erbium:Silica Fiber	铒:硅纤维
Material Ytterbium:Silica Fiber	镱:硅纤维
Material Thulium:Silica Fiber	铥:硅纤维
Material Titanium:Sapphire	钛:蓝宝石
Material Sapphire	蓝宝石
Material Mica	云母
Material Fused Quartz	熔凝石英
Material Diamond	钻石
Material Indium Gallium Arsenide	砷化铟镓
Material Gallium Nitride	氮化镓
Material Lead Sulfide	硫化铅
Material Cadmium Selenide	硒化镉
Material Indium Antimonide	锑化铟
Material Silver Gallium Selenide	硒化镓银
Material Potassium Dihydrogen Phosphate	磷酸二氢钾
Material Potassium Titanyl Phosphate	磷酸钛钾
Material Barium Borate	硼酸钡
Material Lithium Triborate	三硼酸锂
Material Lithium Niobate	铌酸锂
Material Borosilicate Glass	硼玻璃
Material Aramid Fiber	芳纶纤维
Material Ceramic Oxide Fiber	氧化物陶瓷纤维
Material PBO Fiber	PBO纤维
Material Para-Aramid Fiber	对位芳纶纤维
Material Liquid Crystal Polymer Fiber	液晶聚合物纤维
Material Nitrile Rubber	丁腈橡胶
Material Spider Silk	蜘蛛丝
Material S-Glass Composite	玻璃钢复合材料
Material Basalt Fiber Composite	玄武岩纤维复合材料
Material Boron Filament	硼纤维
Material Depleted Uranium	贫化铀
Material U-235	铀-235
Material U-233	铀-233
Material Depleted Uranium Dioxide	贫化二氧化铀
Material U-235 Dioxide	二氧化铀-235
Material U-233 Dioxide	二氧化铀-233
Material Pu-244	钚-244
Material Pu-240	钚-240
Material Pu-239	钚-239
Material Pu-241	钚-241
Material Pu-238	钚-238
Material Pu-240 Dioxide	二氧化钚-240
Material Pu-238 Dioxide	二氧化钚-238
Material Th-232	钍-232
Material Am-243	镅-243
Material Am-241	镅-241
Material Am-242m	镅-242m
Material Np-237	镎-237
Material Np-237 Dioxide	二氧化镎-237
Material Water	蒸馏水
Material Semiheavy Water	半重水
Material Heavy Water	重水
Material Nitrogen	氮
Material Nitrogen Dioxide	二氧化氮
Material Nitric Oxide	一氧化氮
Material Nitrous Oxide	一氧化二氮
Material Carbon Monoxide	一氧化碳
Material Carbon Dioxide	二氧化碳
Material Oxygen	氧
Material Hydrogen	氢
Material Hydrogen Deuteride	氘化氢
Material Hydrogen Peroxide	过氧化氢
Material Fluorine	氟
Material Hydrogen Fluoride	氟化氢
Material Nitrogen Trifluoride	三氟化氮
Material Tetrafluorohydrazine	四氟肼
Material Hydrazine	肼
Material Ammonia	氨
Material Sulfur Dioxide	二氧化硫
Material Chlorine	氯
Material Hydrogen Chloride	氯化氢
Material Dinitrogen Tetroxide	四氧化二氮
Material Nitric Acid	硝酸
Material Monomethylhydrazine	一甲基肼
Material Unsymmetrical Dimethylhydrazine	偏二甲肼
Material Deuterium	氘
Material Tritium	氚
Material Lithium-6	锂-6
Material Helium-3	氦-3
Material Iron	铁
Material Tin	锡
Material Lithium	锂
Material Tungsten	钨
Material Titanium	钛
Material Copper	铜
Material Silver	银
Material Gold	金
Material Mercury	汞
Material Platinum	铂
Material Nickel	镍
Material Cobalt	钴
Material Lead	铅
Material Tantalum	钽
Material Bismuth	铋
Material Rhenium	铼
Material Zinc	锌
Material Magnesium	镁
Material Osmium	锇
Material Iridium	铱
Material Sodium	钠
Material Potassium	钾
Material Cadmium	镉
Material Molybdenum	钼
Material Samarium	钐
Material Gadolinium	钆
Material Gadolinium-157	钆-157
Material Neodymium	钕
Material Caesium	铯
Material Helium	氦
Material Neon	氖
Material Argon	氩
Material Krypton	氪
Material Xenon	氙
Material Radon	氡
Material Graphite	石墨
Material Pyrolytic Carbon	热解碳
Material Amorphous Carbon	非晶碳
Material Boron	硼
Material Silicon	硅
Material Selenium	硒
Material Sulfur	硫
Material Phosphorus	磷
Material Methane	甲烷
Material Ethane	乙烷
Material Propane	丙烷
Material Butane	丁烷
Material Pentane	戊烷
Material Decane	癸烷
Material Tetrafluoromethane	四氟化碳
Material Polytetrafluoroethylene	聚四氟乙烯
Material Nitromethane	硝基甲烷
Material Ethylene Oxide	环氧乙烷
Material Polyethylene	聚乙烯
Material UHMWPE	超高分子量聚乙烯
Material UHMWPE Fiber	超高分子量聚乙烯纤维
Material Biaxially Oriented Polypropylene	双向拉伸聚丙烯
Material Human	乘员
Material Food	食物
Material Cargo	货物
Material Proton Mass	质子簇
Material Radioactive Waste	放射性废料
Material Strontium-90	锶-90
Material Strontium-90 Titanate	锶-90钛酸盐
Material Polonium-210	钋-210
Material Curium-242	锔-242
Material Promethium-147	钷-147
Material Iridium-192	铱-192
Material Cobalt-60	钴-60
Material Actinium-227	锕-227
Material Technetium-99	锝-99
Material Olivine	橄榄石
Material Wollastonite	硅灰石
Material Plagioclase	斜长石
Material Calcium Phosphate	磷酸钙
Material Troilite	陨硫铁
Material Tetrataenite	四方镍纹石
Material Enstatite	顽火辉石
Material Ferrosilite	铁辉石
Material Fayalite	铁橄榄石
Material Chromite	铬矿石
Material Sodium Feldspar	钠长石
Material Wustite	方铁矿
Material Magnetite	磁铁矿
Material Hematite	赤铁矿
Material Tenorite	黑铜矿
Material Phyllosilicate	页硅酸盐
Material Diopside	透辉石
Material Hedenbergite	铁钙辉石
Material Calcite	方解石
Material Kamacite	铁纹石

ChemicalReaction LOX LH2	液氧/液氢
ChemicalReaction LOX RP-1	液氧/航天煤油
ChemicalReaction LOX Methane	液氧/甲烷
ChemicalReaction LOX Ethane	液氧/乙烷
ChemicalReaction LOX Propane	液氧/丙烷
ChemicalReaction LOX Butane	液氧/丁烷
ChemicalReaction LOX Pentane	液氧/戊烷
ChemicalReaction LOX Decane	液氧/癸烷
ChemicalReaction LOX Hydrazine	液氧/肼
ChemicalReaction Fluorine Hydrogen	氟/氢
ChemicalReaction Fluorine Methane	氟/甲烷
ChemicalReaction Fluorine Ammonia	氟/氨
ChemicalReaction Nitrous Oxide RP-1	一氧化二氮/航天煤油
ChemicalReaction Hydrogen Peroxide RP-1	过氧化氢/航天煤油
ChemicalReaction Iron Thermite	铁/铝热剂
ChemicalReaction Copper Thermite	铜/铝热剂
ChemicalReaction Silicon Thermite	硅/铝热剂
ChemicalReaction Iron Nanothermite	铁/纳米热剂
ChemicalReaction Copper Nanothermite	铜/纳米热剂
ChemicalReaction Silicon Nanothermite	硅/纳米热剂
ChemicalReaction Chlorine Hydrogen	氯/氢
ChemicalReaction Fluorine RP-1	氟/航天煤油
ChemicalReaction NTO Hydrazine	二氧化氮/肼
ChemicalReaction NTO MMH	二氧化氮/一甲基肼(MMH)
ChemicalReaction NTO UDMH	二氧化氮/不对称二甲肼(UDMH)
ChemicalReaction WFNA Hydrazine	发烟硝酸联肼
ChemicalReaction Fluorine Hydrazine	氟/肼
ChemicalReaction Nitrocellulose	硝化纤维
ChemicalReaction Octogen	奥托金炸药
ChemicalReaction Cyclonite	三次甲基
ChemicalReaction Nitroglycerin	硝化甘油
ChemicalReaction Barium Nitrate	硝酸钡
ChemicalReaction PETN	PETN
ChemicalReaction TNT	TNT
ChemicalReaction Nitromethane	硝基甲烷
ChemicalReaction Ethylene Oxide	环氧乙烷
ChemicalReaction Hydrazine	肼
ChemicalReaction Hydrogen Peroxide	过氧化氢
ChemicalReaction Nitrous Oxide	一氧化二氮

FusionReaction Deuterium Tritium	氘-氚聚变
FusionReaction Deuterium Deuterium	氘-氘聚变
FusionReaction Deuterium Helium	氘-氦聚变
FusionReaction Tritium Tritium	氚-氚聚变
FusionReaction Helium Helium	氦-氦聚变
FusionReaction Proton Boron	质子-硼聚变
FusionReaction Proton Lithium-7	质子-锂_7聚变
FusionReaction Proton Lithium-6	质子-锂_6聚变
FusionReaction Deuterium Lithium-6	氘-锂_6聚变

MilitaryDoctrine Aggressive	进攻型
MilitaryDoctrine Balanced	平衡型
MilitaryDoctrine Cautious	谨慎型
MilitaryDoctrine Cunning	狡诈型
MilitaryDoctrine Defensive	防御型
MilitaryDoctrine Ranged	远程射击
MilitaryDoctrine Reckless	鲁莽型
MilitaryDoctrine Striker	猛攻型
MilitaryDoctrine Conservative	保守型
MilitaryDoctrine Launcher	导弹战

AsteroidSpectralType C	C
AsteroidSpectralType B	B
AsteroidSpectralType F	F
AsteroidSpectralType G	G
AsteroidSpectralType S	S
AsteroidSpectralType X	X
AsteroidSpectralType M	M
AsteroidSpectralType E	E
AsteroidSpectralType P	P
AsteroidSpectralType A	A
AsteroidSpectralType D	D
AsteroidSpectralType T	T
AsteroidSpectralType Q	Q
AsteroidSpectralType R	R
AsteroidSpectralType V	V

CelestialBody Sol	太阳
CelestialBody Mercury	水星
CelestialBody Venus	金星
CelestialBody Earth	地球
CelestialBody Luna	月球
CelestialBody Itokawa	糸川
CelestialBody Eros	厄洛斯
CelestialBody Mars	火星
CelestialBody Phobos	火卫一
CelestialBody Deimos	火卫二
CelestialBody Vesta	灶神星
CelestialBody Iris	虹神星
CelestialBody Massalia	王后星
CelestialBody Astraea	义神星
CelestialBody Egeria	芙女星
CelestialBody Eunomia	司法星
CelestialBody Mathilde	梅西尔德星
CelestialBody Ganymed	小行星1036
CelestialBody Juno	婚神星
CelestialBody Eugenia	香女星
CelestialBody Petit-Prince	小王子星
CelestialBody Paranal	帕瑞纳
CelestialBody Ceres	谷神星
CelestialBody Thisbe	尽女星
CelestialBody Herculina	大力神星
CelestialBody Pallas	智神星
CelestialBody Kleopatra	艳后星
CelestialBody Cleoselene	Cleoselene
CelestialBody Alexhelios	Alexhelios
CelestialBody Ida	艾女星
CelestialBody Dactyl	艾卫
CelestialBody Kalliope	司赋星
CelestialBody Linus	Linus
CelestialBody Psyche	灵神星
CelestialBody Interamnia	小行星704
CelestialBody Europa (Asteroid)	小行星欧罗巴
CelestialBody Themis	司理星
CelestialBody Hygiea	健神星
CelestialBody Euphrosyne	丽神星
CelestialBody Davida	小行星511
CelestialBody Cybele	原神星
CelestialBody Sylvia	林神星
CelestialBody Remus	林卫二
CelestialBody Romulus	林卫一
CelestialBody Jupiter	木星
CelestialBody Metis	木卫十六
CelestialBody Adrastea	木卫十五
CelestialBody Amalthea	木卫五
CelestialBody Thebe	木卫十四
CelestialBody Io	木卫一
CelestialBody Europa	木卫二
CelestialBody Ganymede	木卫三
CelestialBody Callisto	木卫四
CelestialBody Hektor	小行星624
CelestialBody Hektor I	小行星624 I
CelestialBody Patroclus	小行星617
CelestialBody Menoetius	Menoetius
CelestialBody Saturn	土星
CelestialBody Pan	土卫十八
CelestialBody Daphnis	土卫三十五
CelestialBody Atlas	土卫十五
CelestialBody Prometheus	土卫十六
CelestialBody Pandora	土卫十七
CelestialBody Epimetheus	土卫十一
CelestialBody Janus	土卫十
CelestialBody Aegaeon	土卫五十三
CelestialBody Mimas	土卫一
CelestialBody Methone	土卫三十二
CelestialBody Anthe	土卫四十九
CelestialBody Pallene	土卫三十三
CelestialBody Enceladus	土卫二
CelestialBody Tethys	土卫三
CelestialBody Telesto	土卫十三
CelestialBody Calypso	土卫十四
CelestialBody Polydeuces	土卫三十四
CelestialBody Dione	土卫四
CelestialBody Helene	土卫十二
CelestialBody Rhea	土卫五
CelestialBody Titan	土卫六
CelestialBody Hyperion	土卫七
CelestialBody Iapetus	土卫八
CelestialBody Phoebe	土卫九
CelestialBody Uranus	天王星
CelestialBody Cordelia	天卫六
CelestialBody Ophelia	天卫七
CelestialBody Bianca	天卫八
CelestialBody Cressida	天卫九
CelestialBody Desdemona	天卫十
CelestialBody Juliet	天卫十一
CelestialBody Portia	天卫十二
CelestialBody Rosalind	天卫十三
CelestialBody Cupid	天卫二十七
CelestialBody Belinda	天卫十四
CelestialBody Perdita	天卫二十五
CelestialBody Puck	天卫十五
CelestialBody Mab	天卫二十六
CelestialBody Miranda	天卫五
CelestialBody Ariel	天卫一
CelestialBody Umbriel	天卫二
CelestialBody Titania	天卫三
CelestialBody Oberon	天卫四
CelestialBody Neptune	海王星
CelestialBody Naiad	海卫三
CelestialBody Thalassa	海卫四
CelestialBody Despina	海卫五
CelestialBody Galatea	海卫六
CelestialBody Larissa	海卫七
CelestialBody Polyphemus	波吕斐摩斯
CelestialBody Proteus	海卫八
CelestialBody Triton	海卫一
CelestialBody Nereid	海卫二
CelestialBody Pluto	冥王星
CelestialBody Charon	冥卫一
CelestialBody Styx	冥卫五
CelestialBody Nix	冥卫二
CelestialBody Kerberos	冥卫四
CelestialBody Hydra	冥卫三
CelestialBody Haumea	妊神星
CelestialBody Hi'iaka	妊卫一
CelestialBody Namaka	妊卫二
CelestialBody Makemake	鸟神星
CelestialBody Eris	阋神星
CelestialBody Dysnomia	阋卫一

CraftBlueprint Beamcraft	光束艇
CraftBlueprint Corsair	海盗船
CraftBlueprint Corvette	护卫舰
CraftBlueprint Cutter	切割者
CraftBlueprint Escort Carrier	护航航母
CraftBlueprint Fleet Carrier	舰队航母
CraftBlueprint Gunship	重炮舰
CraftBlueprint Gunskiff	炮击艇
CraftBlueprint Hiveship	母舰
CraftBlueprint Laser Frigate	激光护卫舰
CraftBlueprint Laser Skiff	激光艇
CraftBlueprint Marauder	掠夺者
CraftBlueprint Missile Schooner	导弹船
CraftBlueprint Orbital Attack Craft	轨道攻击艇
CraftBlueprint Orbital Defense Craft	轨道防卫艇
CraftBlueprint Patrol Ship	巡逻舰
CraftBlueprint Phalanx	浮游炮母舰
CraftBlueprint Privateer	私掠船
