UnicodeRanges
	0020	024F
	2000	206F





GameTitle	Children of a Dead Earth
Remanence_T	Remanence_T
MagneticSusceptibility	MagneticSusceptibility
Coercivity_A__m	Coercivity_A__m
SaturationMagnetization_A__m	SaturationMagnetization_A__m
MagneticSaturationFluxDensity_T	MagneticSaturationFluxDensity_T
BandGap_eV	BandGap_eV
DetonationVelocity_m__s	DetonationVelocity_m__s
EnergyDensity_J__kg	EnergyDensity_J__kg
AdiabaticFlameTemperature_K	AdiabaticFlameTemperature_K
LasingDamageThreshold_W__m2	LasingDamageThreshold_W__m2
TotalEnergy_J	TotalEnergy_J
Efficiency_Percent	Efficiency_Percent
HeatGenerated_W	HeatGenerated_W
PowerGenerated_W	PowerGenerated_W
BackTaper_radians	BackTaper_radians
FrontTaper_radians	FrontTaper_radians
MaxTemperatureAllowed_K	MaxTemperatureAllowed_K
Height_m	Height_m
Width_m	Width_m
TotalSurfaceArea_m2	TotalSurfaceArea_m2
TurningPowerDrain_W	TurningPowerDrain_W
ReloadPower_W	ReloadPower_W
ChargingPower_W	ChargingPower_W
ChargingTime_s	ChargingTime_s
CooldownTime_s	CooldownTime_s
MinimumOverheatTime_s	MinimumOverheatTime_s
MaxDeviationAngle_radians	MaxDeviationAngle_radians
TurningAngularVelocity_radians__s	TurningAngularVelocity_radians__s
ReloadTime_s	ReloadTime_s
StartingAmmo	StartingAmmo
Accuracy_radians	Accuracy_radians
FiringVelocity_km__s	FiringVelocity_km__s

UITheme Default	Default
UITheme Inverted	Inverted
UITheme Martian Red	Martian Red
UITheme Matrix Green	Matrix Green
UITheme Naval Blue	Naval Blue
UITheme Polished Steel	Polished Steel
UITheme Small Text	Small Text
UITheme Small Text Inverted	Small Text Inverted

EmissionSpectrum Hydrogen	Hydrogen
EmissionSpectrum Helium	Helium
EmissionSpectrum Lithium	Lithium
EmissionSpectrum Beryllium	Beryllium
EmissionSpectrum Boron	Boron
EmissionSpectrum Carbon	Carbon
EmissionSpectrum Nitrogen	Nitrogen
EmissionSpectrum Oxygen	Oxygen
EmissionSpectrum Fluorine	Fluorine
EmissionSpectrum Neon	Neon
EmissionSpectrum Sodium	Sodium
EmissionSpectrum Magnesium	Magnesium
EmissionSpectrum Aluminum	Aluminum
EmissionSpectrum Silicon	Silicon
EmissionSpectrum Phosphorus	Phosphorus
EmissionSpectrum Sulfur	Sulfur
EmissionSpectrum Chlorine	Chlorine
EmissionSpectrum Argon	Argon
EmissionSpectrum Potassium	Potassium
EmissionSpectrum Calcium	Calcium
EmissionSpectrum Scanadium	Scanadium
EmissionSpectrum Titanium	Titanium
EmissionSpectrum Vanadium	Vanadium
EmissionSpectrum Chromium	Chromium
EmissionSpectrum Manganese	Manganese
EmissionSpectrum Iron	Iron
EmissionSpectrum Cobalt	Cobalt
EmissionSpectrum Nickel	Nickel
EmissionSpectrum Copper	Copper
EmissionSpectrum Zinc	Zinc
EmissionSpectrum Gallium	Gallium
EmissionSpectrum Germanium	Germanium
EmissionSpectrum Arsenic	Arsenic
EmissionSpectrum Bromine	Bromine
EmissionSpectrum Krypton	Krypton
EmissionSpectrum Rubidium	Rubidium
EmissionSpectrum Strontium	Strontium
EmissionSpectrum Yttrium	Yttrium
EmissionSpectrum Zirconium	Zirconium
EmissionSpectrum Molybdenum	Molybdenum
EmissionSpectrum Technetium	Technetium
EmissionSpectrum Ruthenium	Ruthenium
EmissionSpectrum Rhodium	Rhodium
EmissionSpectrum Palladium	Palladium
EmissionSpectrum Silver	Silver
EmissionSpectrum Cadmium	Cadmium
EmissionSpectrum Indium	Indium
EmissionSpectrum Tin	Tin
EmissionSpectrum Antimony	Antimony
EmissionSpectrum Tellurium	Tellurium
EmissionSpectrum Iodine	Iodine
EmissionSpectrum Xenon	Xenon
EmissionSpectrum Caesium	Caesium
EmissionSpectrum Barium	Barium
EmissionSpectrum Praseodymium	Praseodymium
EmissionSpectrum Neodymium	Neodymium
EmissionSpectrum Samarium	Samarium
EmissionSpectrum Europium	Europium
EmissionSpectrum Gadolinium	Gadolinium
EmissionSpectrum Terbium	Terbium
EmissionSpectrum Dysprosium	Dysprosium
EmissionSpectrum Holmium	Holmium
EmissionSpectrum Erbium	Erbium
EmissionSpectrum Thulium	Thulium
EmissionSpectrum Ytterbium	Ytterbium
EmissionSpectrum Lutetium	Lutetium
EmissionSpectrum Hafnium	Hafnium
EmissionSpectrum Tantalum	Tantalum
EmissionSpectrum Tungsten	Tungsten
EmissionSpectrum Iridium	Iridium
EmissionSpectrum Gold	Gold
EmissionSpectrum Mercury	Mercury
EmissionSpectrum Thallium	Thallium
EmissionSpectrum Lead	Lead
EmissionSpectrum Bismuth	Bismuth
EmissionSpectrum Francium	Francium
EmissionSpectrum Uranium	Uranium

RefractiveIndexSpectrum White	White
RefractiveIndexSpectrum Red	Red
RefractiveIndexSpectrum Yellow	Yellow
RefractiveIndexSpectrum Blue	Blue
RefractiveIndexSpectrum Green	Green
RefractiveIndexSpectrum Purple	Purple
RefractiveIndexSpectrum Orange	Orange
RefractiveIndexSpectrum Teal	Teal
RefractiveIndexSpectrum Aluminum	Aluminum
RefractiveIndexSpectrum Copper	Copper
RefractiveIndexSpectrum Tin	Tin
RefractiveIndexSpectrum Silver	Silver
RefractiveIndexSpectrum Gold	Gold
RefractiveIndexSpectrum Platinum	Platinum
RefractiveIndexSpectrum Nickel	Nickel
RefractiveIndexSpectrum Iron	Iron
RefractiveIndexSpectrum Titanium	Titanium
RefractiveIndexSpectrum Tungsten	Tungsten
RefractiveIndexSpectrum Lead	Lead
RefractiveIndexSpectrum Lithium	Lithium
RefractiveIndexSpectrum Water	Water
RefractiveIndexSpectrum Heavy Water	Heavy Water
RefractiveIndexSpectrum Graphite	Graphite
RefractiveIndexSpectrum Molybdenum	Molybdenum
RefractiveIndexSpectrum Tantalum	Tantalum
RefractiveIndexSpectrum Bismuth	Bismuth
RefractiveIndexSpectrum Rhenium	Rhenium
RefractiveIndexSpectrum Aramid	Aramid
RefractiveIndexSpectrum Beryllium Oxide	Beryllium Oxide
RefractiveIndexSpectrum Boron Nitride	Boron Nitride
RefractiveIndexSpectrum Boron Carbide	Boron Carbide
RefractiveIndexSpectrum Titanium Carbide	Titanium Carbide
RefractiveIndexSpectrum Titanium Nitride	Titanium Nitride
RefractiveIndexSpectrum Fused Quartz	Fused Quartz
RefractiveIndexSpectrum Indium Gallium Arsenide	Indium Gallium Arsenide
RefractiveIndexSpectrum Carbon Nanotube Forest	Carbon Nanotube Forest
RefractiveIndexSpectrum Boron	Boron
RefractiveIndexSpectrum Silicon	Silicon
RefractiveIndexSpectrum Selenium	Selenium
RefractiveIndexSpectrum Silicon Carbide	Silicon Carbide
RefractiveIndexSpectrum Gallium Nitride	Gallium Nitride
RefractiveIndexSpectrum Lead Sulfide	Lead Sulfide
RefractiveIndexSpectrum Cadmium Selenide	Cadmium Selenide
RefractiveIndexSpectrum Cadmium Sulfide	Cadmium Sulfide
RefractiveIndexSpectrum Indium Antimonide	Indium Antimonide
RefractiveIndexSpectrum Diamond	Diamond
RefractiveIndexSpectrum Octogen	Octogen
RefractiveIndexSpectrum Vanadium	Vanadium
RefractiveIndexSpectrum Cobalt	Cobalt
RefractiveIndexSpectrum Uranium	Uranium
RefractiveIndexSpectrum Uranium Oxide	Uranium Oxide
RefractiveIndexSpectrum Aluminum Nitride	Aluminum Nitride
RefractiveIndexSpectrum Aluminum Oxide	Aluminum Oxide
RefractiveIndexSpectrum Silicon Nitride	Silicon Nitride
RefractiveIndexSpectrum Silicon Dioxide	Silicon Dioxide
RefractiveIndexSpectrum Aluminum Oxynitride	Aluminum Oxynitride
RefractiveIndexSpectrum Hafnia	Hafnia
RefractiveIndexSpectrum Hafnium	Hafnium
RefractiveIndexSpectrum Polytetrafluoroethylene	Polytetrafluoroethylene
RefractiveIndexSpectrum Zinc Oxide	Zinc Oxide
RefractiveIndexSpectrum Yttrium Aluminum Garnate	Yttrium Aluminum Garnate
RefractiveIndexSpectrum Styrene-Acrylonitrile	Styrene-Acrylonitrile
RefractiveIndexSpectrum Calcium Carbonate	Calcium Carbonate
RefractiveIndexSpectrum Beryllium	Beryllium
RefractiveIndexSpectrum Magnesium	Magnesium
RefractiveIndexSpectrum Corundum	Corundum
RefractiveIndexSpectrum Gadolinium Gallium Garnet	Gadolinium Gallium Garnet
RefractiveIndexSpectrum Potassium Dihydrogen Phosphate	Potassium Dihydrogen Phosphate
RefractiveIndexSpectrum Potassium Titanyl Phosphate	Potassium Titanyl Phosphate
RefractiveIndexSpectrum Barium Borate	Barium Borate
RefractiveIndexSpectrum Lithium Triborate	Lithium Triborate
RefractiveIndexSpectrum Lithium Niobate	Lithium Niobate
RefractiveIndexSpectrum BK7	BK7
RefractiveIndexSpectrum Silver Gallium Selenide	Silver Gallium Selenide
RefractiveIndexSpectrum Osmium	Osmium
RefractiveIndexSpectrum Iridium	Iridium
RefractiveIndexSpectrum Sodium	Sodium
RefractiveIndexSpectrum Hydrogen	Hydrogen
RefractiveIndexSpectrum Deuterium	Deuterium
RefractiveIndexSpectrum Helium	Helium
RefractiveIndexSpectrum Nitrogen	Nitrogen
RefractiveIndexSpectrum Neon	Neon
RefractiveIndexSpectrum Krypton	Krypton
RefractiveIndexSpectrum Oxygen	Oxygen
RefractiveIndexSpectrum Xenon	Xenon
RefractiveIndexSpectrum Argon	Argon
RefractiveIndexSpectrum Ammonia	Ammonia
RefractiveIndexSpectrum Carbon Dioxide	Carbon Dioxide
RefractiveIndexSpectrum Methane	Methane
RefractiveIndexSpectrum Calcite	Calcite
RefractiveIndexSpectrum Titanium Dioxide	Titanium Dioxide
RefractiveIndexSpectrum Polyethylene	Polyethylene
RefractiveIndexSpectrum Silica Aerogel	Silica Aerogel
RefractiveIndexSpectrum Yttrium Lithium Fluoride	Yttrium Lithium Fluoride
RefractiveIndexSpectrum Mercury	Mercury
RefractiveIndexSpectrum Zirconium	Zirconium

Element Hydrogen	Hydrogen
Element Deuterium	Deuterium
Element Helium-3	Helium-3
Element Helium	Helium
Element Lithium-6	Lithium-6
Element Lithium	Lithium
Element Tritium	Tritium
Element Beryllium	Beryllium
Element Boron	Boron
Element Carbon	Carbon
Element Nitrogen	Nitrogen
Element Oxygen	Oxygen
Element Fluorine	Fluorine
Element Neon	Neon
Element Sodium	Sodium
Element Magnesium	Magnesium
Element Aluminum	Aluminum
Element Silicon	Silicon
Element Phosphorus	Phosphorus
Element Sulfur	Sulfur
Element Chlorine	Chlorine
Element Argon	Argon
Element Potassium	Potassium
Element Calcium	Calcium
Element Scandium	Scandium
Element Titanium	Titanium
Element Vanadium	Vanadium
Element Chromium	Chromium
Element Manganese	Manganese
Element Iron	Iron
Element Cobalt	Cobalt
Element Cobalt-60	Cobalt-60
Element Nickel	Nickel
Element Copper	Copper
Element Zinc	Zinc
Element Gallium	Gallium
Element Germanium	Germanium
Element Arsenic	Arsenic
Element Selenium	Selenium
Element Bromine	Bromine
Element Krypton	Krypton
Element Rubidium	Rubidium
Element Strontium	Strontium
Element Yttrium	Yttrium
Element Zirconium	Zirconium
Element Niobium	Niobium
Element Molybdenum	Molybdenum
Element Molybdenum-98	Molybdenum-98
Element Ruthenium	Ruthenium
Element Rhodium	Rhodium
Element Palladium	Palladium
Element Silver	Silver
Element Cadmium	Cadmium
Element Indium	Indium
Element Tin	Tin
Element Antimony	Antimony
Element Tellurium	Tellurium
Element Iodine	Iodine
Element Xenon	Xenon
Element Caesium	Caesium
Element Barium	Barium
Element Lanthanum	Lanthanum
Element Cerium	Cerium
Element Praseodymium	Praseodymium
Element Neodymium	Neodymium
Element Promethium	Promethium
Element Samarium	Samarium
Element Europium	Europium
Element Gadolinium	Gadolinium
Element Gadolinium-157	Gadolinium-157
Element Terbium	Terbium
Element Dysprosium	Dysprosium
Element Holmium	Holmium
Element Erbium	Erbium
Element Thulium	Thulium
Element Ytterbium	Ytterbium
Element Lutetium	Lutetium
Element Hafnium	Hafnium
Element Tantalum	Tantalum
Element Tungsten	Tungsten
Element Rhenium	Rhenium
Element Osmium	Osmium
Element Iridium	Iridium
Element Iridium-192	Iridium-192
Element Platinum	Platinum
Element Gold	Gold
Element Mercury	Mercury
Element Thallium	Thallium
Element Lead	Lead
Element Bismuth	Bismuth
Element Polonium	Polonium
Element Astatine	Astatine
Element Francium	Francium
Element Thorium-232	Thorium-232
Element Protactinium	Protactinium
Element Protactinium-233	Protactinium-233
Element Uranium-238	Uranium-238
Element Uranium-233	Uranium-233
Element Uranium-234	Uranium-234
Element Uranium-235	Uranium-235
Element Uranium-236	Uranium-236
Element Uranium-239	Uranium-239
Element Actinium-227	Actinium-227
Element Promethium-147	Promethium-147
Element Technetium	Technetium
Element Technetium-99	Technetium-99
Element Radium	Radium
Element Radon	Radon
Element Polonium-210	Polonium-210
Element Neptunium-237	Neptunium-237
Element Neptunium-239	Neptunium-239
Element Plutonium-244	Plutonium-244
Element Plutonium-240	Plutonium-240
Element Plutonium-238	Plutonium-238
Element Plutonium-239	Plutonium-239
Element Plutonium-241	Plutonium-241
Element Plutonium-242	Plutonium-242
Element Plutonium-243	Plutonium-243
Element Strontium-90	Strontium-90
Element Americium-243	Americium-243
Element Americium-241	Americium-241
Element Americium-242m	Americium-242m
Element Curium-247	Curium-247
Element Curium-242	Curium-242
Element Curium-243	Curium-243
Element Curium-244	Curium-244
Element Curium-245	Curium-245
Element Berkelium	Berkelium
Element Californium	Californium
Element Einsteinium	Einsteinium
Element Fermium	Fermium
Element Mendelevium	Mendelevium
Element Nobelium	Nobelium
Element Lawrencium	Lawrencium
Element Rutherfordium	Rutherfordium
Element Dubnium	Dubnium
Element Seaborgium	Seaborgium
Element Bohrium	Bohrium
Element Hassium	Hassium
Element Meitnerium	Meitnerium
Element Darmstadtium	Darmstadtium
Element Roentgenium	Roentgenium
Element Copernicium	Copernicium

Material Monatomic Carbon	Monatomic Carbon
Material Monatomic Chlorine	Monatomic Chlorine
Material Monatomic Deuterium	Monatomic Deuterium
Material Monatomic Fluorine	Monatomic Fluorine
Material Monatomic Hydrogen	Monatomic Hydrogen
Material Monatomic Nitrogen	Monatomic Nitrogen
Material Monatomic Oxygen	Monatomic Oxygen
Material Boron Nitride	Boron Nitride
Material Aluminum	Aluminum
Material Beryllium	Beryllium
Material Calcium	Calcium
Material Austenitic Stainless Steel	Austenitic Stainless Steel
Material Martensitic Stainless Steel	Martensitic Stainless Steel
Material Ferritic Stainless Steel	Ferritic Stainless Steel
Material Maraging Steel	Maraging Steel
Material Carbon Steel	Carbon Steel
Material Nickel Chromium Iron	Nickel Chromium Iron
Material Nickel Chromium Cobalt	Nickel Chromium Cobalt
Material Titanium Aluminum Tin	Titanium Aluminum Tin
Material Cobalt Chromium Nickel	Cobalt Chromium Nickel
Material Aluminum Silicon Magnesium	Aluminum Silicon Magnesium
Material Constantan	Constantan
Material Vanadium Chromium Steel	Vanadium Chromium Steel
Material Aluminum Copper Lithium	Aluminum Copper Lithium
Material Aluminum Zinc Magnesium	Aluminum Zinc Magnesium
Material Zirconium Copper	Zirconium Copper
Material Beryllium Copper	Beryllium Copper
Material Nickel Iron Molybdenum	Nickel Iron Molybdenum
Material Iron Silicon Nanoalloy	Iron Silicon Nanoalloy
Material Magnetic Metal Glass	Magnetic Metal Glass
Material Aluminum Nickel Cobalt	Aluminum Nickel Cobalt
Material Tungsten Rhenium	Tungsten Rhenium
Material Platinum Molybdenum	Platinum Molybdenum
Material Gamma Titanium Aluminide	Gamma Titanium Aluminide
Material Alpha-2 Titanium Aluminide	Alpha-2 Titanium Aluminide
Material Beta Titanium	Beta Titanium
Material Neodymium Iron Boron	Neodymium Iron Boron
Material Samarium Cobalt	Samarium Cobalt
Material Aluminum Beryllium	Aluminum Beryllium
Material Amorphous Zirconium Steel	Amorphous Zirconium Steel
Material Magnesium Aluminum Zinc	Magnesium Aluminum Zinc
Material Silicon Carbide	Silicon Carbide
Material Silicon Nitride	Silicon Nitride
Material Silicon Dioxide	Silicon Dioxide
Material Titanium Dioxide	Titanium Dioxide
Material Titanium Carbide	Titanium Carbide
Material Titanium Nitride	Titanium Nitride
Material Titanium Diboride	Titanium Diboride
Material Tungsten Carbide	Tungsten Carbide
Material Aluminum Oxide	Aluminum Oxide
Material Aluminum Nitride	Aluminum Nitride
Material Aluminum Oxynitride	Aluminum Oxynitride
Material Boron Carbide	Boron Carbide
Material Beryllium Oxide	Beryllium Oxide
Material Reinforced Carbon-Carbon	Reinforced Carbon-Carbon
Material Tantalum Carbide	Tantalum Carbide
Material Hafnium Carbide	Hafnium Carbide
Material Tantalum Hafnium Carbide	Tantalum Hafnium Carbide
Material Hafnia	Hafnia
Material Zinc Oxide	Zinc Oxide
Material Ceramic Matrix Composite	Ceramic Matrix Composite
Material Zirconium Carbide	Zirconium Carbide
Material Nitrocellulose	Nitrocellulose
Material Octogen	Octogen
Material Cyclonite	Cyclonite
Material Nitroglycerin	Nitroglycerin
Material Barium Nitrate	Barium Nitrate
Material PETN	PETN
Material TNT	TNT
Material RP-1	RP-1
Material Strontium Nitrate	Strontium Nitrate
Material Potassium Chloride	Potassium Chloride
Material Barium Oxide	Barium Oxide
Material Sodium Bicarbonate	Sodium Bicarbonate
Material Sodium Chloride	Sodium Chloride
Material Copper(I) Chloride	Copper(I) Chloride
Material Copper(II) Chloride	Copper(II) Chloride
Material Copper Carbonate	Copper Carbonate
Material Copper(II) Acetoarsenite	Copper(II) Acetoarsenite
Material Silica Aerogel	Silica Aerogel
Material Graphite Aerogel	Graphite Aerogel
Material Nickel Phosphorus Microlattice	Nickel Phosphorus Microlattice
Material Chlorotetrafluoroethane	Chlorotetrafluoroethane
Material Trichlorofluoromethane	Trichlorofluoromethane
Material Alumina Nanofluid	Alumina Nanofluid
Material Ethylene Glycol	Ethylene Glycol
Material Sodium Potassium	Sodium Potassium
Material FLiNaK	FLiNaK
Material Nd:YAG	Nd:YAG
Material Nd:YLF	Nd:YLF
Material Nd:GGG	Nd:GGG
Material Ruby	Ruby
Material Erbium:Silica Fiber	Erbium:Silica Fiber
Material Ytterbium:Silica Fiber	Ytterbium:Silica Fiber
Material Thulium:Silica Fiber	Thulium:Silica Fiber
Material Titanium:Sapphire	Titanium:Sapphire
Material Sapphire	Sapphire
Material Mica	Mica
Material Fused Quartz	Fused Quartz
Material Diamond	Diamond
Material Indium Gallium Arsenide	Indium Gallium Arsenide
Material Gallium Nitride	Gallium Nitride
Material Lead Sulfide	Lead Sulfide
Material Cadmium Selenide	Cadmium Selenide
Material Indium Antimonide	Indium Antimonide
Material Silver Gallium Selenide	Silver Gallium Selenide
Material Potassium Dihydrogen Phosphate	Potassium Dihydrogen Phosphate
Material Potassium Titanyl Phosphate	Potassium Titanyl Phosphate
Material Barium Borate	Barium Borate
Material Lithium Triborate	Lithium Triborate
Material Lithium Niobate	Lithium Niobate
Material Borosilicate Glass	Borosilicate Glass
Material Aramid Fiber	Aramid Fiber
Material Ceramic Oxide Fiber	Ceramic Oxide Fiber
Material PBO Fiber	PBO Fiber
